Word;freqlemfilms2;freqlemlivres;freqfilms2;freqlivres
mordillent;0.76;5.61;0;0.14
mordiller;0.76;5.61;0.25;0.68
mordillera;0.76;5.61;0;0.07
mordillez;0.76;5.61;0.01;0
mordillé;0.76;5.61;0.14;0.07
mordillée;0.76;5.61;0.02;0.2
mordillées;0.76;5.61;0;0.07
mordillés;0.76;5.61;0;0.14
mordions;44.85;48.45;0.01;0.14
mordirent;44.85;48.45;0;0.2
mordis;44.85;48.45;0;0.41
mordissent;44.85;48.45;0;0.07
mordit;44.85;48.45;0.09;6.01
mordorait;0;0.34;0;0.07
mordoré;0.04;2.16;0.01;0.41
mordorée;0;0.34;0;0.14
mordorée;0.04;2.16;0;0.61
mordorées;0;0.34;0;0.07
mordorées;0.04;2.16;0.02;0.34
mordorés;0;0.34;0;0.07
mordorés;0.04;2.16;0.01;0.81
mordra;44.85;48.45;0.8;0.2
mordrai;44.85;48.45;0.4;0
mordraient;44.85;48.45;0.01;0.14
mordrais;44.85;48.45;0.09;0
mordrait;44.85;48.45;0.35;0.41
mordras;44.85;48.45;0.22;0
mordre;44.85;48.45;8.83;12.36
mordrez;44.85;48.45;0.25;0
mordront;44.85;48.45;0.58;0.07
mords;44.85;48.45;6.3;2.43
mordu;44.85;48.45;10.22;6.28
mordu;1.16;1.55;0.89;0.68
mordue;44.85;48.45;2.77;1.08
mordue;1.16;1.55;0.18;0.47
mordues;44.85;48.45;0.32;0.34
mordues;1.16;1.55;0.01;0.07
mordus;44.85;48.45;0.45;0.54
mordus;1.16;1.55;0.07;0.34
mordît;44.85;48.45;0;0.07
more;3.69;0.07;3.68;0.07
more;0.55;0.14;0.54;0.07
moreau;0.02;0;0.02;0
morelle;0.01;0;0.01;0
mores;3.69;0.07;0.01;0
mores;0.55;0.14;0.01;0.07
moresque;0.14;0.07;0.14;0.07
moresque;0.27;0;0.27;0
morfal;0.04;0.47;0.01;0.07
morfale;0.04;0.47;0.01;0.2
morfale;0;0.41;0;0.07
morfaler;0;0.41;0;0.14
morfales;0.04;0.47;0.01;0.07
morfalou;0;0.07;0;0.07
morfals;0.04;0.47;0;0.14
morfalé;0;0.41;0;0.07
morfalée;0;0.41;0;0.07
morfalés;0;0.41;0;0.07
morfil;0;0.07;0;0.07
morflais;2.01;2.91;0;0.14
morflait;2.01;2.91;0.01;0.14
morfle;2.01;2.91;0.38;0.41
morfler;2.01;2.91;0.93;0.88
morflera;2.01;2.91;0.01;0.14
morfleras;2.01;2.91;0.01;0
morflerez;2.01;2.91;0.01;0
morfles;2.01;2.91;0.04;0
morflé;2.01;2.91;0.62;1.08
morflée;2.01;2.91;0;0.14
morfond;1.26;2.5;0.34;0.34
morfondaient;1.26;2.5;0;0.2
morfondais;1.26;2.5;0;0.07
morfondait;1.26;2.5;0.14;0.68
morfondant;1.26;2.5;0;0.14
morfonde;1.26;2.5;0.01;0.07
morfondis;1.26;2.5;0;0.07
morfondra;1.26;2.5;0.01;0
morfondre;1.26;2.5;0.47;0.68
morfonds;1.26;2.5;0.28;0.07
morfondu;1.26;2.5;0.02;0.2
morfondu;0;0.68;0;0.41
morfondue;0;0.68;0;0.27
morgana;0.26;0.34;0.24;0
morganatique;0;0.14;0;0.07
morganatiques;0;0.14;0;0.07
morgane;0.26;0.34;0.02;0.14
morganer;0.26;0.34;0;0.14
morganerai;0.26;0.34;0;0.07
morgeline;0.01;0;0.01;0
morgon;0.01;0;0.01;0
morgue;10.12;7.03;9.95;6.76
morgues;10.12;7.03;0.17;0.27
moria;0.08;0;0.08;0
moribond;0.65;2.5;0.52;1.35
moribond;0.45;2.23;0.31;1.62
moribonde;0.65;2.5;0.05;0.54
moribonde;0.45;2.23;0;0.14
moribondes;0.65;2.5;0.03;0.2
moribonds;0.65;2.5;0.05;0.41
moribonds;0.45;2.23;0.14;0.47
moricaud;0.02;0.07;0.02;0
moricaud;0.16;0.95;0.07;0.07
moricaude;0.02;0.07;0;0.07
moricaude;0.16;0.95;0.01;0.74
moricaudes;0.16;0.95;0;0.07
moricauds;0.16;0.95;0.08;0.07
morigène;0;1.22;0;0.14
morigéna;0;1.22;0;0.07
morigénai;0;1.22;0;0.07
morigénais;0;1.22;0;0.07
morigénait;0;1.22;0;0.07
morigénant;0;1.22;0;0.27
morigéner;0;1.22;0;0.2
morigéné;0;1.22;0;0.2
morigénée;0;1.22;0;0.14
morille;0.17;0.61;0;0.14
morilles;0.17;0.61;0.17;0.47
morillon;0.14;0.88;0.14;0.81
morillons;0.14;0.88;0;0.07
morlingue;0;1.28;0;1.01
morlingues;0;1.28;0;0.27
mormon;0.44;0.14;0.24;0.07
mormon;0.75;0.14;0.18;0
mormone;0.44;0.14;0.06;0.07
mormone;0.75;0.14;0.02;0
mormones;0.44;0.14;0.03;0
mormons;0.44;0.14;0.1;0
mormons;0.75;0.14;0.55;0.14
morne;1.06;19.66;0.81;14.46
morne;0.15;1.89;0.15;0.74
mornement;0.01;0.07;0.01;0.07
mornes;1.06;19.66;0.25;5.2
mornes;0.15;1.89;0;1.15
mornifle;0;0.81;0;0.81
moro;0.01;0;0.01;0
morose;1.23;8.78;1;7.23
morosement;0;0.07;0;0.07
moroses;1.23;8.78;0.24;1.55
morosité;0.07;1.08;0.07;1.01
morosités;0.07;1.08;0;0.07
morphine;7.37;1.62;7.37;1.62
morphing;0.01;0;0.01;0
morphinomane;0.14;0.14;0.14;0.14
morphinomane;0.1;0.07;0.1;0.07
morphique;0.04;0;0.04;0
morpho;0.03;0;0.03;0
morphogenèse;0.01;0;0.01;0
morphogénétique;0.11;0;0.11;0
morphologie;0.33;0.81;0.33;0.81
morphologique;0.01;0.14;0;0.07
morphologiques;0.01;0.14;0.01;0.07
morpion;2.14;1.76;0.46;0.95
morpions;2.14;1.76;1.68;0.81
mors;0.64;1.89;0.64;1.89
morse;3.5;0.88;3.5;0.88
morsure;6.31;5.95;3.9;4.26
morsures;6.31;5.95;2.41;1.69
mort;89.29;113.18;54.19;41.28
mort;460.05;452.7;372.07;373.99
mort;916.4;391.08;318.84;93.65
mort-aux-rats;0.61;0.47;0.61;0.47
mort-né;0.8;0.61;0.53;0.34
mort-né;0.07;0.07;0.07;0.07
mort-née;0.8;0.61;0.23;0
mort-nées;0.8;0.61;0;0.07
mort-nés;0.8;0.61;0.04;0.2
mort-vivant;0.05;0;0.05;0
mort-vivant;1.46;0.81;0.41;0.27
mortadelle;0.79;0.34;0.79;0.34
mortaise;0.16;0.2;0.14;0
mortaiser;0.01;0.2;0.01;0.2
mortaises;0.16;0.2;0.01;0.2
mortaiseuse;0;0.14;0;0.14
mortalité;1.51;0.61;1.51;0.61
morte;89.29;113.18;15.87;28.18
morte;460.05;452.7;8.44;11.28
morte;916.4;391.08;112.36;44.93
morte-saison;0.01;1.08;0.01;1.01
mortel;24.13;20.07;14.62;8.38
mortel;7.09;4.8;2.84;0.81
mortelle;24.13;20.07;5.69;6.69
mortelle;7.09;4.8;0.73;0.54
mortellement;2.03;3.18;2.03;3.18
mortelles;24.13;20.07;1.22;2.3
mortelles;7.09;4.8;0.2;0.14
mortels;24.13;20.07;2.61;2.7
mortels;7.09;4.8;3.32;3.31
mortes;89.29;113.18;4.38;24.8
mortes;460.05;452.7;1.44;1.28
mortes;916.4;391.08;5.32;3.04
mortes-eaux;0;0.07;0;0.07
mortes-saisons;0.01;1.08;0;0.07
mortibus;0.02;0.34;0.02;0.34
mortier;2.06;5.61;1.3;3.51
mortiers;2.06;5.61;0.76;2.09
mortifia;1.63;3.78;0;0.07
mortifiai;1.63;3.78;0;0.07
mortifiaient;1.63;3.78;0;0.07
mortifiait;1.63;3.78;0;0.54
mortifiant;0.05;0.41;0.05;0.2
mortifiant;1.63;3.78;0.01;0
mortifiante;0.05;0.41;0;0.07
mortifiantes;0.05;0.41;0;0.07
mortifiants;0.05;0.41;0;0.07
mortification;0.56;1.22;0.54;0.68
mortifications;0.56;1.22;0.02;0.54
mortifie;1.63;3.78;0.03;0.07
mortifier;1.63;3.78;0.19;0.68
mortifié;1.63;3.78;0.91;1.28
mortifiée;1.63;3.78;0.49;0.74
mortifiés;1.63;3.78;0;0.27
mortifère;0.02;0.34;0.01;0.2
mortifères;0.02;0.34;0.01;0.14
morts;89.29;113.18;14.85;18.92
morts;460.05;452.7;78.09;66.15
morts;916.4;391.08;50.22;19.26
morts-vivants;1.46;0.81;1.05;0.54
mortuaire;1.86;5.47;1.61;4.59
mortuaires;1.86;5.47;0.25;0.88
morue;3.67;5.61;3.46;4.86
morues;3.67;5.61;0.2;0.74
morula;0.01;0;0.01;0
morvandiau;0;0.2;0;0.2
morve;1.6;1.96;1.6;1.82
morves;1.6;1.96;0;0.14
morveuse;2.11;1.22;0.12;0.2
morveuse;4.97;2.43;0.46;0.14
morveuses;2.11;1.22;0.01;0.07
morveux;2.11;1.22;1.97;0.95
morveux;4.97;2.43;4.51;2.3
mos;0.01;0;0.01;0
mosaïque;0.58;4.53;0.53;2.77
mosaïques;0.58;4.53;0.06;1.76
mosaïquée;0;0.14;0;0.07
mosaïqués;0;0.14;0;0.07
mosaïste;0;0.14;0;0.14
moscoutaire;0;0.07;0;0.07
moscovite;0.68;1.42;0.34;1.15
moscovite;0.27;0.41;0.23;0.14
moscovites;0.68;1.42;0.34;0.27
moscovites;0.27;0.41;0.04;0.27
mosellane;0;0.2;0;0.14
mosellanes;0;0.2;0;0.07
mosquée;3.43;5.68;2.71;4.32
mosquées;3.43;5.68;0.72;1.35
mot;279.55;553.78;174.83;260.47
mot-clé;0.58;0.34;0.41;0.14
mot-valise;0.01;0;0.01;0
motard;4.1;6.89;1.79;3.45
motarde;4.1;6.89;0.07;0.14
motardes;4.1;6.89;0.01;0.07
motards;4.1;6.89;2.23;3.24
motel;9.43;1.28;8.62;1.22
motels;9.43;1.28;0.82;0.07
motesse;0;0.07;0;0.07
motet;0.03;0.27;0.03;0.2
motets;0.03;0.27;0;0.07
moteur;4.17;2.43;2.54;1.28
moteur;33.63;51.08;26.31;41.28
moteur-fusée;0.04;0;0.01;0
moteurs;4.17;2.43;1.17;0.68
moteurs;33.63;51.08;7.32;9.8
moteurs-fusées;0.04;0;0.04;0
motif;16.56;31.15;12.2;15.74
motifs;16.56;31.15;4.36;15.41
motilité;0.02;0;0.02;0
motion;3.1;1.28;2.87;0.68
motions;3.1;1.28;0.22;0.61
motiva;5.5;2.43;0;0.14
motivai;5.5;2.43;0;0.07
motivaient;5.5;2.43;0;0.14
motivais;5.5;2.43;0.01;0
motivait;5.5;2.43;0.08;0.27
motivant;0.24;0;0.21;0
motivant;5.5;2.43;0.06;0.07
motivante;0.24;0;0.03;0
motivateur;0.05;0;0.05;0
motivation;4.81;1.28;3.02;0.81
motivations;4.81;1.28;1.79;0.47
motive;5.5;2.43;1.33;0.34
motivent;5.5;2.43;0.04;0.2
motiver;5.5;2.43;1.3;0.34
motivera;5.5;2.43;0.02;0
motivez;5.5;2.43;0.01;0
motivé;5.5;2.43;1.67;0.2
motivé;1.43;0.47;0.56;0.14
motivée;5.5;2.43;0.42;0.47
motivée;1.43;0.47;0.36;0.27
motivées;5.5;2.43;0.04;0.07
motivées;1.43;0.47;0.02;0.07
motivés;5.5;2.43;0.53;0.14
motivés;1.43;0.47;0.49;0
moto;25.23;19.26;22.61;15.27
moto-club;0;0.14;0;0.14
moto-cross;0.04;0.07;0.04;0.07
motocross;0.19;0;0.19;0
motoculteur;0;0.14;0;0.14
motoculture;0.14;0;0.14;0
motocycles;0;0.07;0;0.07
motocyclette;0.4;4.19;0.36;3.31
motocyclettes;0.4;4.19;0.04;0.88
motocyclisme;0.02;0;0.02;0
motocycliste;0.07;2.64;0.04;1.28
motocyclistes;0.07;2.64;0.03;1.35
motoneige;0.6;0;0.34;0
motoneiges;0.6;0;0.26;0
motoneurone;0.01;0;0.01;0
motorisation;0.01;0.27;0.01;0.27
motoriser;0.09;1.42;0;0.07
motorisé;0.09;1.42;0.04;0.41
motorisé;0.47;2.23;0.12;0.41
motorisée;0.09;1.42;0.04;0.34
motorisée;0.47;2.23;0.2;0.68
motorisées;0.09;1.42;0.01;0.14
motorisées;0.47;2.23;0;0.47
motorisés;0.09;1.42;0;0.47
motorisés;0.47;2.23;0.16;0.68
motos;25.23;19.26;2.62;3.99
motrice;4.17;2.43;0.26;0.34
motrice;0.01;0.14;0;0.14
motrices;4.17;2.43;0.2;0.14
motrices;0.01;0.14;0.01;0
motricité;0.42;0;0.42;0
mots;279.55;553.78;104.72;293.31
mots-clefs;0;0.07;0;0.07
mots-clés;0.58;0.34;0.17;0.2
mots-croisés;0.07;0;0.07;0
motte;0.51;9.19;0.26;2.97
mottereau;0;0.07;0;0.07
mottes;0.51;9.19;0.24;6.22
motteux;0;0.07;0;0.07
motu proprio;0;0.07;0;0.07
motus;0.88;1.01;0.88;1.01
mou;6.99;22.5;5.53;17.09
mou;2.74;4.93;2.37;4.59
mouais;1.15;0.2;1.15;0.2
moucha;2.55;6.55;0;1.82
mouchachou;0;0.07;0;0.07
mouchage;0.01;0;0.01;0
mouchai;2.55;6.55;0;0.14
mouchaient;2.55;6.55;0;0.2
mouchait;2.55;6.55;0.15;0.41
mouchant;2.55;6.55;0;0.2
mouchard;0.8;0.54;0.76;0.41
mouchard;6;2.77;4.16;1.62
moucharda;1.54;0.88;0;0.07
mouchardage;0.04;0.2;0.04;0.2
mouchardait;1.54;0.88;0.01;0.07
moucharde;0.8;0.54;0.03;0.07
moucharde;6;2.77;0.56;0.27
moucharde;1.54;0.88;0.25;0
mouchardent;1.54;0.88;0.04;0
moucharder;1.54;0.88;0.46;0.54
mouchardera;1.54;0.88;0.02;0
moucharderait;1.54;0.88;0.01;0.07
mouchardes;0.8;0.54;0.01;0
mouchardes;1.54;0.88;0.14;0.07
mouchards;0.8;0.54;0;0.07
mouchards;6;2.77;1.28;0.88
mouchardé;1.54;0.88;0.61;0.07
mouche;24.65;46.89;15.36;18.72
mouche;2.55;6.55;0.9;1.08
mouchent;2.55;6.55;0;0.2
moucher;2.55;6.55;0.76;1.28
moucheron;2.19;2.43;1.93;0.74
moucherons;2.19;2.43;0.26;1.69
mouches;24.65;46.89;9.29;28.18
mouches;2.55;6.55;0.04;0
mouchetait;0.03;1.15;0;0.07
mouchetant;0.03;1.15;0;0.07
mouchette;0.03;1.15;0;0.07
mouchette;0;0.14;0;0.14
moucheture;0.02;0.41;0.01;0
mouchetures;0.02;0.41;0.01;0.41
moucheté;0.03;1.15;0;0.41
moucheté;0.3;1.15;0.1;0.41
mouchetée;0.03;1.15;0;0.27
mouchetée;0.3;1.15;0.1;0.2
mouchetées;0.03;1.15;0.01;0.07
mouchetées;0.3;1.15;0.1;0.2
mouchetés;0.03;1.15;0.01;0.2
mouchetés;0.3;1.15;0;0.34
moucheur;0.01;0.07;0.01;0.07
mouchez;2.55;6.55;0.22;0.07
mouchoir;11.53;34.59;9.84;28.85
mouchoirs;11.53;34.59;1.69;5.74
mouchons;2.55;6.55;0;0.07
mouché;2.55;6.55;0.39;0.81
mouchée;2.55;6.55;0.06;0.2
mouchés;2.55;6.55;0.04;0.07
moud;1.43;2.57;0.38;0.14
moudjahiddine;0.03;0.07;0.03;0.07
moudjahidin;0.16;0;0.16;0
moudjahidine;0.01;0;0.01;0
moudrai;1.43;2.57;0.1;0
moudre;1.43;2.57;0.72;1.22
mouds;1.43;2.57;0;0.07
moue;0.78;18.58;0.76;17.43
moues;0.78;18.58;0.02;1.15
mouette;3.24;15.81;1.43;5.47
mouettes;3.24;15.81;1.81;10.34
moufetait;0;0.14;0;0.07
moufette;0.04;0;0.04;0
moufeté;0;0.14;0;0.07
mouffette;0.08;0.54;0.08;0.54
moufle;0.73;1.76;0.28;0.34
moufles;0.73;1.76;0.45;1.42
mouflet;0.41;5.68;0.17;3.18
mouflets;0.41;5.68;0.24;2.5
mouflette;0.19;2.43;0.19;2.09
mouflettes;0.19;2.43;0;0.34
mouflon;0.05;0.47;0.04;0.14
mouflons;0.05;0.47;0.01;0.34
mouftaient;0.2;4.12;0.01;0
mouftais;0.2;4.12;0;0.07
mouftait;0.2;4.12;0;0.61
moufte;0.2;4.12;0.02;1.28
mouftent;0.2;4.12;0.01;0.27
moufter;0.2;4.12;0.06;1.22
mouftera;0.2;4.12;0.01;0.07
mouftes;0.2;4.12;0.01;0.07
mouftez;0.2;4.12;0.01;0.07
moufté;0.2;4.12;0.06;0.47
mouilla;19.36;38.92;0.01;2.03
mouillage;0.14;1.22;0.14;1.15
mouillages;0.14;1.22;0;0.07
mouillaient;19.36;38.92;0.14;0.88
mouillais;19.36;38.92;0.04;0.27
mouillait;19.36;38.92;0.32;2.64
mouillant;0;0.14;0;0.07
mouillant;19.36;38.92;0.11;1.15
mouillante;0;0.14;0;0.07
mouillasse;19.36;38.92;0;0.07
mouille;0.01;0.74;0.01;0.47
mouille;19.36;38.92;3.26;4.19
mouillent;19.36;38.92;0.24;0.88
mouiller;19.36;38.92;4.43;7.5
mouillera;19.36;38.92;0.44;0
mouillerai;19.36;38.92;0.02;0.07
mouillerais;19.36;38.92;0.02;0.07
mouillerait;19.36;38.92;0.01;0.2
mouilleras;19.36;38.92;0.01;0.07
mouilleront;19.36;38.92;0.16;0.07
mouilles;0.01;0.74;0;0.27
mouilles;19.36;38.92;0.64;0.41
mouillette;0.25;0.68;0.04;0.41
mouillettes;0.25;0.68;0.21;0.27
mouilleur;0.01;0;0.01;0
mouilleuse;0;0.07;0;0.07
mouillez;19.36;38.92;0.32;0.14
mouillon;0.04;0.07;0;0.07
mouillons;19.36;38.92;0.01;0
mouillons;0.04;0.07;0.04;0
mouillure;0;0.34;0;0.27
mouillures;0;0.34;0;0.07
mouillèrent;19.36;38.92;0;0.27
mouillé;19.36;38.92;5.7;8.58
mouillé;12.92;33.51;4.1;13.31
mouillée;19.36;38.92;2.02;4.39
mouillée;12.92;33.51;5.26;10.54
mouillées;19.36;38.92;0.18;1.82
mouillées;12.92;33.51;1.6;3.92
mouillés;19.36;38.92;1.29;3.24
mouillés;12.92;33.51;1.96;5.74
mouise;0.81;1.01;0.81;1.01
moujahid;0;0.47;0;0.47
moujik;0.8;1.15;0.3;0.54
moujiks;0.8;1.15;0.5;0.61
moujingue;0;1.28;0;0.47
moujingues;0;1.28;0;0.81
moukère;0;0.41;0;0.2
moukères;0;0.41;0;0.2
moula;1.56;8.78;0;0.07
moulage;0.8;1.15;0.53;0.54
moulages;0.8;1.15;0.27;0.61
moulaient;1.56;8.78;0.01;0.41
moulait;1.56;8.78;0.12;2.03
moulant;1.75;1.76;0.71;1.15
moulant;1.56;8.78;0.03;0.2
moulante;1.75;1.76;0.31;0.27
moulantes;1.75;1.76;0.03;0
moulants;1.75;1.76;0.69;0.34
moule;6.12;9.26;3.56;3.99
moule;1.56;8.78;0.3;0.68
moulent;1.56;8.78;0.04;0.14
mouler;1.56;8.78;0.15;0.47
mouleraient;1.56;8.78;0;0.07
moulerait;1.56;8.78;0;0.07
moules;6.12;9.26;2.56;5.27
moules;1.56;8.78;0.11;0
mouleur;0;0.07;0;0.07
moulez;1.43;2.57;0.03;0
moulez;1.56;8.78;0.21;0
moulin;7.75;19.05;6.8;15.61
moulin-à-vent;0;0.14;0;0.14
moulinage;0.01;0;0.01;0
moulinait;0.06;0.88;0.01;0.14
mouline;0.06;0.88;0.02;0.14
moulinent;0.06;0.88;0;0.07
mouliner;0.06;0.88;0;0.47
moulines;0.06;0.88;0;0.07
moulinet;0.5;3.18;0.44;1.82
moulinets;0.5;3.18;0.06;1.35
moulinette;0.27;0.68;0.23;0.61
moulinettes;0.27;0.68;0.05;0.07
moulinez;0.06;0.88;0.02;0
moulins;7.75;19.05;0.94;3.45
moult;0.33;3.18;0.33;3.18
moulu;1.43;2.57;0.08;0.68
moulu;0.48;0.88;0.26;0.47
moulue;1.43;2.57;0.11;0.27
moulue;0.48;0.88;0;0.07
moulues;1.43;2.57;0;0.07
moulues;0.48;0.88;0.2;0.14
moulurations;0;0.07;0;0.07
moulure;0.22;2.7;0.06;0.54
moulures;0.22;2.7;0.16;2.16
mouluré;0;0.2;0;0.2
moulus;1.43;2.57;0.01;0.07
moulus;0.48;0.88;0.02;0.2
moulut;1.43;2.57;0;0.07
moulé;1.56;8.78;0.42;1.62
moulé;0.24;1.49;0.18;0.68
moulée;1.56;8.78;0.14;1.69
moulée;0.24;1.49;0.03;0.27
moulées;1.56;8.78;0.01;0.74
moulées;0.24;1.49;0.01;0.47
moulés;1.56;8.78;0.01;0.61
moulés;0.24;1.49;0.02;0.07
moumounes;0;0.14;0;0.14
moumoute;0.87;0.61;0.86;0.47
moumoutes;0.87;0.61;0.01;0.14
mound;0.02;0;0.02;0
mouquère;0;0.27;0;0.27
mouraient;916.4;391.08;1.22;5.95
mourais;916.4;391.08;2.23;1.89
mourait;916.4;391.08;2.92;11.35
mourant;9.56;5.74;6.18;3.04
mourant;2.87;5.14;1.39;2.7
mourant;916.4;391.08;1.9;4.32
mourante;9.56;5.74;2.71;1.89
mourante;2.87;5.14;0.35;1.01
mourantes;9.56;5.74;0.27;0.54
mourantes;2.87;5.14;0.02;0.07
mourants;9.56;5.74;0.41;0.27
mourants;2.87;5.14;1.11;1.35
mourez;916.4;391.08;2.77;1.08
mourides;0;0.07;0;0.07
mouriez;916.4;391.08;0.73;0
mourions;916.4;391.08;0.41;0.27
mourir;916.4;391.08;234.74;130.61
mouroir;0.07;0.27;0.07;0.27
mouron;0.73;4.26;0.53;4.12
mouronne;0;0.14;0;0.07
mouronner;0;0.14;0;0.07
mourons;916.4;391.08;1.33;0.47
mourons;0.73;4.26;0.2;0.14
mourra;916.4;391.08;13.63;4.93
mourrai;916.4;391.08;7.54;3.04
mourraient;916.4;391.08;1.38;0.61
mourrais;916.4;391.08;4.22;1.28
mourrait;916.4;391.08;3.45;3.78
mourras;916.4;391.08;7.67;1.15
mourre;0.03;0.07;0.03;0.07
mourrez;916.4;391.08;4.99;0.95
mourriez;916.4;391.08;0.29;0.07
mourrions;916.4;391.08;0.16;0.07
mourrons;916.4;391.08;3.41;1.15
mourront;916.4;391.08;3.86;1.08
moururent;916.4;391.08;0.91;1.22
mourus;916.4;391.08;0.11;0.34
mourussent;916.4;391.08;0;0.07
mourut;916.4;391.08;5.62;11.35
mourût;916.4;391.08;0.02;0.61
mourûtes;916.4;391.08;0;0.07
mous;6.99;22.5;1.46;5.41
mous;2.74;4.93;0.37;0.34
mouscaille;0;0.81;0;0.74
mouscailles;0;0.81;0;0.07
mousmé;0.22;0.2;0.21;0.14
mousmés;0.22;0.2;0.01;0.07
mousquet;1.31;0.95;0.48;0.54
mousquetades;0.01;0;0.01;0
mousquetaire;3.02;3.65;0.82;1.15
mousquetaires;3.02;3.65;2.19;2.5
mousqueterie;0.01;0.2;0.01;0.2
mousqueton;0.72;4.39;0.41;3.18
mousquetons;0.72;4.39;0.32;1.22
mousquets;1.31;0.95;0.83;0.41
moussage;0;0.07;0;0.07
moussaient;0.89;3.51;0;0.2
moussaillon;0.59;0.34;0.34;0.34
moussaillons;0.59;0.34;0.25;0
moussait;0.89;3.51;0;0.68
moussaka;0.07;0.27;0.07;0.14
moussakas;0.07;0.27;0;0.14
moussant;0.75;0.61;0.63;0.27
moussant;0.89;3.51;0.01;0.2
moussante;0.75;0.61;0.01;0.14
moussants;0.75;0.61;0.11;0.2
mousse;0.82;2.57;0.81;2.43
mousse;6.47;27.16;6.24;23.04
mousse;0.89;3.51;0.21;0.54
mousseline;0.36;4.73;0.36;4.19
mousselines;0.36;4.73;0;0.54
moussent;0.89;3.51;0;0.07
mousser;0.89;3.51;0.66;1.82
mousseron;0;1.62;0;0.2
mousserons;0;1.62;0;1.42
mousses;0.82;2.57;0.01;0.14
mousses;6.47;27.16;0.24;4.12
mousseuse;0.23;3.72;0.02;1.28
mousseuses;0.23;3.72;0;0.41
mousseux;0.23;3.72;0.21;2.03
mousseux;1.45;1.82;1.45;1.82
mousson;0.84;17.36;0.73;17.23
moussons;0.84;17.36;0.11;0.14
moussu;0.04;2.23;0;0.68
moussue;0.04;2.23;0.03;0.41
moussues;0.04;2.23;0.01;0.47
moussus;0.04;2.23;0;0.68
moustache;12.79;45.07;10.65;28.92
moustaches;12.79;45.07;2.13;16.15
moustachu;0.84;8.99;0.63;6.55
moustachue;0.84;8.99;0.04;0.54
moustachues;0.84;8.99;0.01;0.27
moustachus;0.84;8.99;0.17;1.62
moustagache;0;0.54;0;0.34
moustagaches;0;0.54;0;0.2
moustiquaire;0.45;2.09;0.38;1.22
moustiquaires;0.45;2.09;0.07;0.88
moustique;5.97;7.57;2.53;1.49
moustiques;5.97;7.57;3.44;6.08
moutard;0.86;3.31;0.54;1.49
moutarde;1.68;1.55;1.68;1.55
moutarde;3.95;5;3.94;4.93
moutardes;3.95;5;0.01;0.07
moutardier;0;0.14;0;0.14
moutards;0.86;3.31;0.32;1.82
moutardé;0;0.07;0;0.07
moutier;0.14;0;0.14;0
mouton;15.2;30.47;6.08;14.12
moutonnaient;0.01;1.01;0;0.07
moutonnait;0.01;1.01;0;0.27
moutonnant;0;0.47;0;0.07
moutonnant;0.01;1.01;0;0.2
moutonnante;0;0.47;0;0.2
moutonnantes;0;0.47;0;0.14
moutonnants;0;0.47;0;0.07
moutonne;0.01;1.01;0.01;0.14
moutonnement;0;1.42;0;1.35
moutonnements;0;1.42;0;0.07
moutonnent;0.01;1.01;0;0.2
moutonner;0.01;1.01;0;0.14
moutonnerie;0;0.07;0;0.07
moutonneux;0;0.2;0;0.2
moutonnier;0;0.27;0;0.07
moutonniers;0;0.27;0;0.07
moutonnière;0;0.27;0;0.14
moutons;15.2;30.47;9.13;16.35
mouture;0.06;0.2;0.06;0.14
moutures;0.06;0.2;0;0.07
mouvaient;1.75;13.18;0.1;1.01
mouvais;1.75;13.18;0.11;0.14
mouvait;1.75;13.18;0.1;1.22
mouvance;0.02;0.2;0.01;0.2
mouvances;0.02;0.2;0.01;0
mouvant;1.77;13.18;0.39;3.45
mouvant;1.75;13.18;0.03;1.55
mouvante;1.77;13.18;0.55;4.39
mouvantes;1.77;13.18;0.04;2.84
mouvants;1.77;13.18;0.81;2.5
mouvement;40.33;182.97;29.26;134.8
mouvementent;0.51;0.41;0;0.07
mouvements;40.33;182.97;11.07;48.18
mouvementé;0.51;0.41;0.1;0.07
mouvementé;0.92;1.42;0.16;0.34
mouvementée;0.51;0.41;0.37;0.2
mouvementée;0.92;1.42;0.47;0.74
mouvementées;0.51;0.41;0.03;0.07
mouvementées;0.92;1.42;0.16;0.34
mouvementés;0.51;0.41;0.01;0
mouvementés;0.92;1.42;0.12;0
mouvoir;1.75;13.18;0.58;4.26
moyen;50.69;41.69;41.56;28.24
moyen;83.47;107.03;53.27;48.72
moyen-oriental;0.03;0;0.03;0
moyen-oriental;0.01;0;0.01;0
moyen-orientaux;0.01;0;0.01;0
moyen-âge;1.15;0.2;1.15;0.2
moyennant;0.49;4.53;0.49;4.53
moyennant;0.06;0.2;0.02;0.07
moyenne;50.69;41.69;6.35;8.04
moyenne;7.22;7.77;6.81;7.5
moyenne;0.06;0.2;0.04;0.07
moyennement;0.42;0.54;0.42;0.54
moyenner;0.06;0.2;0;0.07
moyennes;50.69;41.69;0.63;0.81
moyennes;7.22;7.77;0.41;0.27
moyens;50.69;41.69;2.15;4.59
moyens;83.47;107.03;30.2;58.31
moyenâgeuse;0.09;1.69;0.01;0.14
moyenâgeuses;0.09;1.69;0.01;0.47
moyenâgeux;0.09;1.69;0.06;1.08
moyer;0.1;0;0.1;0
moyeu;0.01;0.68;0.01;0.68
moyeux;0.11;0.41;0.11;0.41
mozarabe;0.2;0.14;0.2;0.14
mozarabe;0.1;0;0.1;0
mozartiennes;0;0.07;0;0.07
